id,name,intelligence,strength,speed,durability,full-name,aliases,place-of-birth,First Appearance,Release Date,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,height_cm,weight_kg
107,Black Widow,75.0,13.0,33.0,30.0,Natasha Romanoff,"Yelena Belova, Natasha Romanoff, Natasha, Tasha, Madame Natasha, Nancy Rushman, Laura Matthers, Nadine Roman, Oktober, Black Pearl, Ebon Flame",Unknown,Tales of Suspense #52,1964-02-04,Marvel Comics,good,Female,Human,"[""5'7"", '170 cm']","['131 lb', '59 kg']",green,auburn,"Adventurer, Intelligence agent, former ballerina",Mobile,"Secret Avengers; formerly Thunderbolts (as Yelena Belova), Nick Fury, Mighty Avengers, S.H.I.E.L.D., Avengers, Champions of Los Angeles, Lady Liberators, KGB, ""Marvel Knights"", partner of Daredevil, Hawkeye, Boris Turgenov, Logan","Unnamed parents (presumed deceased); Alexi Shostakov (Red Guardian, estranged husband); Vindiktor (alleged brother, deceased)",170.0,131.0
109,Blackout,63.0,32.0,45.0,80.0,Unknown,Unknown,Unknown,"Ghost Rider Vol 3 #2 (June, 1990)",1990-04-10,Marvel Comics,bad,Male,Demon,"[""6'3"", '191 cm']","['230 lb', '104 kg']",red,white,"Assassin, enforcer",Unknown,Lilin; Deathwatch; Hood's gang,Lilith (Great Grandmother),191.0,230.0
110,Blackwing,38.0,10.0,35.0,32.0,Joseph Manfredi,"Blackwing, Joe Manfredi, Joe Silvermane, Guiseppi Manfredi",Professional Criminal,"Daredevil #118 (February, 1975)",1974-12-10,Marvel Comics,bad,Male,Unknown,"[""6'1"", '185 cm']","['190 lb', '86 kg']",blue,black,Unknown,Unknown,"Heavy Mettle; (formerly) Masters of Evil, Skeleton Crew, Circus of Crime; (formerly) division leader of Hydra","Silvio Manfredi (Silvermane, father), Caterina Manfredi (mother, deceased)",185.0,190.0
111,Blackwulf,50.0,28.0,8.0,30.0,Lucian,"Pelops, Black Wolf",Armechadon,"Thunderstrike #6 (March, 1994)",1994-01-04,Marvel Comics,Unknown,Male,Alien,"[""6'2"", '188 cm']","['195 lb', '88 kg']",red,white,Freedom Fighter,Unknown,Underground Legion,"Tantalus (father); Nirvana (mother); Pelops (brother, deceased)",188.0,195.0
112,Blade,63.0,28.0,38.0,50.0,Eric Brooks,"Switchblade, Frank Blade, Daywalker","Soho, London,England",Tomb of Dracula Vol. 1 #10 (1973),1973-07-03,Marvel Comics,good,Male,Vampire,"[""6'2"", '188 cm']","['215 lb', '97 kg']",brown,black,"Vampire hunter, former private investigator.",Mobile,"Formerly Noah van Helsing's vampire hunters, Nightstalkers, Midnight Sons, the Nine, Quincy Harker's vampire hunters, Ogun Strong's vampire hunters, Bloodshadows gang",Tara Brooks (mother),188.0,215.0
114,Bling!,69.0,14.0,12.0,90.0,Roxanne Washington,Unknown,Unknown,X-Men #171 (2005),2005-05-25,Marvel Comics,good,Female,Unknown,"[""5'6"", '168 cm']","['152 lb', '68 kg']",unknown,unknown,Unknown,"Utopia; formerly Graymalkin Industries, San Francisco, California; Xavier Institute, Salem Center, New York State",Unknown,"Roy ""Daddy Libido"" Washington (father), Angel ""Sexy Mutha"" Depres (mother)",168.0,152.0
115,Blink,50.0,8.0,20.0,28.0,Clarice Ferguson,Unknown,Bahamas,"Uncanny X-Men #317 (October, 1994)",1994-08-23,Marvel Comics,good,Female,Mutant,"[""5'5"", '165 cm']","['125 lb', '56 kg']",green,magenta,"Adventurer, freedom fighter","Jean Grey School for Higher Learning, Salem Center, Westchester County, New York; formerly Black Rome, Necrosha","New Mutants; formerly X-Men, Selene's Inner Circle","Apocalypse (ancestor, deceased);Margaret Slade (ancestor, deceased);Hamilton Slade (distant relative, deceased);Frederick Slade (great-great-grandfather);Ms. Ferguson (great-great-grandmother, deceased);Chamber (distant cousin);Clan Akkaba (relatives)",165.0,125.0
118,Blizzard II,38.0,10.0,27.0,42.0,Donald Gill,Unknown,"Newark, Delaware",Iron Man #223 (1987),1987-10-13,Marvel Comics,bad,Male,Unknown,"[""5'9"", '175 cm']","['170 lb', '77 kg']",brown,brown,Adventurer; former mercenary and professional criminal,Unknown,"Formerly Thunderbolts, Hammer Industries",Unknown,175.0,170.0
119,Blob,10.0,83.0,23.0,95.0,Frederick J. Dukes,Unknown,"Lubbock, Texas",X-Men #3 (1964),1964-01-08,Marvel Comics,bad,Male,Unknown,"[""5'10"", '178 cm']","['510 lb', '230 kg']",brown,brown,"Former criminal, terrorist, government agent, carnival performer",Unknown,"X-Cell, formerly X-Corps, Magneto's army, Brotherhood Of Evil Mutants, Freedom Force, Factor Three, former partner of Unus",Unknown,178.0,510.0
120,Bloodaxe,63.0,80.0,33.0,80.0,Jackie Lukus,Unknown,Unknown,Thor #392,1988-06-03,Marvel Comics,bad,Female,Human,"[""7'2"", '218 cm']","['1100 lb', '495 kg']",blue,brown,"Architect, former vigilante",Unknown,Unknown,Unknown,218.0,1100.0
132,Booster Gold,69.0,85.0,42.0,70.0,Michael Jon Carter,"Bharjwarj, Bloodspot, Boosteroo, Booster, the Boy Wonder, Buster, Deathstroke, Goldstar, Greatest Hero Youve Never Heard Of, Guardian of the Multiverse, Jesus Alvarez, Kid, Killer Moth, The King, Loser Gold, Major Idiot, Man of Gold, Michael Carter, Blac","Gotham City, 25th Century",Booster Gold #1,1986-02-14,DC Comics,good,Male,Human,"[""6'5"", '196 cm']","['215 lb', '97 kg']",blue,blond,"Superhero, Founder, C.E.O & Chairman of Booster Gold International","Metropolis, Earth, 21st Century, formerly Gotham City, 25th Century","Justice League International, Time Masters; formerly Conglomerate, Extreme Justice, Super Buddies","Jonar Carter (father), Ellen Carter (mother, deceased), Michelle Carter (aka Goldstar) (twin sister), Rip Hunter (son) · Rani (adopted daughter), Daniel Carter (21st century ancestor), Rose Levin (ancestor)",196.0,215.0
136,Brainiac,100.0,95.0,63.0,90.0,Vril Dox,Milton Fine,Unknown,Action Comics #242 (July 1958),1958-05-29,DC Comics,bad,Male,Android,"[""6'6"", '198 cm']","['300 lb', '135 kg']",green,no hair,Unknown,Unknown,Lex Luthor,"Vril Dox II (son), Brainiac 5 (descendant)",198.0,300.0
141,Bullseye,50.0,11.0,25.0,70.0,Lester,"Benjamin Poindexter, Daredevil, Punisher, Bullseye, Hawkeye, pitcher",Unknown,"Daredevil #131 (March, 1976)",1976-01-06,Marvel Comics,bad,Male,Human,"[""6'0"", '183 cm']","['200 lb', '90 kg']",blue,blond,"Assassin, professional criminal, former mercenary",Formerly Avengers Tower; Thunderbolts Mountain,"Formerly Dark Avengers, Thunderbolts, employee of Kingpin, Purple Man, Eric Slaughter, Mysterio; formerly US Army",Kingmaker (father),183.0,200.0
142,Bumblebee,63.0,28.0,25.0,10.0,Karen Beecher,Unknown,Unknown,Teen Titans #45,1976-06-20,DC Comics,good,Female,Human,"[""5'7"", '170 cm']","['130 lb', '59 kg']",brown,black,Unknown,"San Francisco, California","Doom Patrol, S.T.A.R. Labs, Formerly Teen Titans",Mal Duncan (husband),170.0,130.0
145,Cable,88.0,48.0,23.0,56.0,Nathan Summers,"Chosen One, Soldier X, Nathan Dayspring, Askanison, Nathan Dayspring Summers, Nathan Winters, The Traveller, The Saviour",Unrevealed location in the 20th Century United States,New Mutants #86 (as Cable),1989-12-12,Marvel Comics,good,Male,Mutant,"[""6'8"", '203 cm']","['350 lb', '158 kg']",blue,white,"(current) Adventurer, (former) freedom fighter, United States government agent, mercenary, combat instructor for X-Force","The Xavier Institute, Salem Center, Westchester County, New York","X-Force, (former) X-Men, Clan Askani, Clan Chosen, Six Pack (formerly Wild Pack II)","Scott Summers (Cyclops, father), Madelyne Pryor-Summers (Goblin Queen, mother, deceased), Jean Grey (Phoenix, stepmother), Alexander Summers (Havok, uncle), Christopher Summers (Corsair, paternal grandfather), Katherine Anne Summers (paternal grandmother, deceased), Philip Summers (great-grandfather), Deborah Summers (great-grandmother), Jenskot (Aliya, wife, deceased), Tyler (Genesis, son, deceased), Stryfe (clone, deceased), Gabriel Summers (Vulcan, uncle)",203.0,350.0
146,Callisto,63.0,53.0,23.0,42.0,Callisto,Unknown,Unknown,X-Men Vol. 1 #169,1983-05-17,Marvel Comics,bad,Female,Unknown,"[""5'9"", '175 cm']","['165 lb', '74 kg']",blue,black,Unknown,"The Xavier Institute, Salem Center, Westchester County, New York State, (former) The Alley (beneath Manhattan's surface), X-Factor I's sentient starship","Excalibur, Morlocks, Gene Nation",Unknown,175.0,165.0
148,Cannonball,50.0,28.0,67.0,99.0,Samuel Zachery Guthrie,"Formerly Samson Guthry, Sam Guthrie, Jet-Ass","Cumberland County, Kentucky",Marvel Graphic Novel #4 (1982),1982-09-04,Marvel Comics,good,Male,Unknown,"[""6'0"", '183 cm']","['181 lb', '81 kg']",blue,blond,"Adventurer, peacekeeper, former student, mercenary, miner",Unknown,"X-Men, formerly X.S.E., Mutant Liberation Front, X-Treme X-Men, X-Corporation, X-Force, New Mutants, Hellions, Hellfire Club","Thomas Zebulon (father, deceased), Lucinda (mother), Lucas Bartholemew (uncle), Paige (Husk, sister), Joshua ""Jay"" (Icarus, brother, deceased), Joelle (sister), Elizabeth (sister), Melody (Aero, sister), Jebediah (brother), Lewis (brother), two other unnamed siblings, Ray Jr. (adopted brother)",183.0,181.0
149,Captain America,69.0,19.0,38.0,55.0,Steve Rogers,"Nomad, The Captain","Manhattan, New York City, New York",Captain America Comics #1 (March 1941),1940-12-20,Marvel Comics,good,Male,Human,"[""6'2"", '188 cm']","['240 lb', '108 kg']",blue,blond,"Adventurer, federal official, intelligence operative; former soldier, Hydra agent, liaison between S.H.I.E.L.D. and the Avengers, police officer, teacher, sparring partner.",New York City,"Secret Avengers (Black OPS Unit Formerly,The Avengers, Secret Avengers (Civil War), New Avengers, formerly The Invaders, Secret Defenders The Redeemers; formerly partner of Bucky, Golden Girl, Rick Jones, Falcon, Demolition-Man and Nomad (Jack Monroe)","Joseph (father, deceased), Sara (mother, deceased), Ian Zola (Nomad) (adopted son)",188.0,240.0
150,Captain Atom,81.0,93.0,83.0,90.0,Nathaniel Adam,"Monarch, Allen Adam, Cameron Scott",Unknown,Captain Atom #1,1987-03-10,DC Comics,good,Male,Human / Radiation,"[""6'4"", '193 cm']","['200 lb', '90 kg']",blue,silver,Former Soldier,Unknown,"Justice League, Extreme Justice, Super Buddies, Living Assault Weapons, Monarch's Army, United States Air Force","Angela Adam Eiling (wife, deceased), Peggy Eiling (daughter), Randy Eiling (son), Bette Sans Souci (ex-wife, divorced)",193.0,200.0
151,Captain Britain,75.0,77.0,50.0,60.0,Brian Braddock,"Britannic, Black Bishop, Jungle Man, King of Otherworld, Merlinson","Braddock Manor, England","Captain Britain #1 (October, 1976)",1976-10-13,Marvel Comics,good,Male,Human,"[""6'6"", '198 cm']","['257 lb', '116 kg']",blue,blond,"Adventurer, formerly King of Otherworld, scientist","Lighthouse, Earth Orbit; Starlight Citadel, Otherworld; formerly Braddock Manor; Braddock Lighthouse, England; New York City (during exchange trip, specifically Peter Parker's Manhattan apartment); flat near Thames University, London","Braddock Academy, Captain Britain Corps, MI-13; formerly Excalibur, Hellfire Club (London Branch), Secret Avengers, Court of Otherworld, Knights of Pendragon's ally, Future Iron Man's Team","John Braddock (ancestor, possibly grandfather), James Braddock, Sr. (father, deceased), Lady Elizabeth Braddock (mother, deceased), James Braddock, Jr. (brother), Elizabeth Braddock (twin sister), Meggan (wife), William Puceanu (father-in-law)",198.0,257.0
156,Captain Marvel,88.0,100.0,88.0,95.0,Billy Batson,"The Worlds Mightiest Mortal, The Big Red Cheese, Captain Thunder, Shazam","Fawcett City, United States",Whiz Comics no. 2 (1940),1940-02-25,DC Comics,good,Male,Human,"[""6'4"", '193 cm']","['225 lb', '101 kg']",blue,black,Unknown,Unknown,"Marvel Family, Justice Society of America","C.C. Batson (father, deceased), Marilyn Batson (mother, deceased), Ebenezer Batson (uncle), Mary Batson (Mary Marvel, sister)",193.0,225.0
158,Captain Marvel II,75.0,81.0,27.0,90.0,Frederick Christopher Freeman,"Captain Marvel Jr., CM3",Unknown,"The Power of Shazam #3 (May, 1995)",1995-03-28,DC Comics,good,Male,Human,"[""5'9"", '175 cm']","['165 lb', '74 kg']",blue,black,Adventurer,Primarily Fawcett City.,"Marvel Family, formerly Outsiders and Teen Titans.","parents, deceased, Jacob Freeman (granfather, deceased), Timothy Karnes (Sabbac, foster brother, deceased)",175.0,165.0
162,Carnage,63.0,63.0,70.0,84.0,Cletus Kasady,"Mass Carnage, 999th",Unknown,"Amazing Spider-Man #344 (February, 1991)",1990-12-11,Marvel Comics,bad,Male,Symbiote,"[""6'1"", '185 cm']","['190 lb', '86 kg']",green,red,Unknown,New York City,"Maximum Carnage: (Carrion, Shriek, Demogoblin, Doppelganger)","Venom (""father""); Shriek (""wife""); Hybrid, Lasher, Phage, Riot (""brothers""); Agony, Scream (""sisters""); Carrion, Demogoblin, Doppelganger, Toxin (""sons""); Scorn (""Daughter"")",185.0,190.0
165,Catwoman,69.0,11.0,33.0,28.0,Selina Kyle,"The Cat, Irena Dubrovna, Elva Barr, Sadie Kelowski, Madame Moderne, Marguerite Tone",Gotham City,Detective Comics #569,1986-08-26,DC Comics,good,Female,Human,"[""5'9"", '175 cm']","['135 lb', '61 kg']",green,black,Thief,Gotham City,"Batman Family, Outsiders; formerly Birds of Prey, Injustice League, Secret Society of Super-Villains","Brian Kyle (father, deceased), Maria Kyle (mother, deceased), Maggie Kyle (sister), Helena Kyle (daughter)",175.0,135.0
167,Century,88.0,80.0,53.0,64.0,Unknown,Unknown,Unknown,"Force Works #1 (July, 1994)",1994-05-31,Marvel Comics,good,Male,Alien,"[""6'7"", '201 cm']","['215 lb', '97 kg']",white,white,"Tracker, adventurer",Unknown,Force Works,Unknown,201.0,215.0
169,Chamber,50.0,10.0,20.0,80.0,Jonothon Evan Starsmore,"Decibel, Jono, Jono Hex",United Kingdom,"Generation X #1 (November, 1994)",1994-09-13,Marvel Comics,good,Male,Mutant,"[""5'9"", '175 cm']","['140 lb', '63 kg']",brown,brown,Adventurer,"Utopia; formerly New Warriors HQ; Xavier Institute for Higher Learning, Salem Center, Westchester County, New York; Massachusetts Academy, Snow Valley, Massachusetts",X-Men; formerly New Warriors; Clan Akkaba; Weapon X; Generation X,Unknown,175.0,140.0
171,Changeling,63.0,10.0,23.0,42.0,Kevin Sidney,"Professor X, Professor Charles Xavier",Unknown,"Uncanny X-Men #35 (August, 1967)",1967-06-06,Marvel Comics,bad,Male,Unknown,"[""5'11"", '180 cm']","['180 lb', '81 kg']",brown,black,"Former substitute teacher, adventurer, subversive",Unknown,"Formerly X-Humed, X-Men, Factor Three",Unknown,180.0,180.0
172,Cheetah,38.0,8.0,42.0,20.0,Priscilla Rich,"Kay Carlton, The Cheetah",Unknown,Wonder Woman Vol1 #6 (Fall 1943),1943-10-21,DC Comics,bad,Female,Human,"[""5'4"", '163 cm']","['110 lb', '50 kg']",green,blond,Unknown,Unknown,Villainy Inc,"Claudia Rich (cousin), Debi Domaine (niece)",163.0,110.0
173,Cheetah II,38.0,20.0,42.0,20.0,Deborah Domaine,"Debbi, The Cheetah",Unknown,Wonder Woman Vol1 #274 (Dec 1980),1980-10-14,DC Comics,bad,Female,Human,"[""5'7"", '170 cm']","['122 lb', '55 kg']",green,brown,Unknown,"Chesapeake Bay, Maryland",Former member of the Organization For Ecological Sanity · former member of the Secret Society of Super-Villains,"Priscilla Rich (Cheetah I, aunt), Claudia Rich (aunt)",170.0,122.0
174,Cheetah III,88.0,100.0,88.0,80.0,Barbara Minerva,"Barbara Minerva, Bride of Urzkartaga, Priscilla Rich, Deborah Domaine, Sabrina Ballesteros",Unknown,Wonder Woman Vol2 #7 (Sept 1987),1987-07-07,DC Comics,bad,Female,Human,"[""5'9"", '175 cm']","['120 lb', '54 kg']",brown,brown,"Archaeologist, Anthropologist","Nottingham, England","The Society, Injustice League",Unknown,175.0,120.0
177,Citizen Steel,50.0,95.0,33.0,100.0,Nathan Heywood,"Buckeye, Uncle Nate, Uncle Nathan",Unknown,"Justice Society of America Vol 3 #2 (March, 2007)",2007-01-10,DC Comics,good,Male,Human,"[""6'0"", '183 cm']","['378 lb', '170 kg']",green,red,"Adventurer, former Professional Football Player","Battery Park, New York City, formerly Franklin County, Ohio",Justice Society of America,"Hank Heywood, Sr. (Commander Steel, grandfather, deceased) � Hank Heywood, Jr. (uncle, deceased) � Hank Heywood III (Steel, cousin, deceased) � Kirk Heywood (brother, deceased), Nicole (cousin)",183.0,378.0
180,Cloak,63.0,10.0,47.0,64.0,Tyrone Johnson,Unknown,"South Boston, Massachusetts",Spectacular Spider-Man #64,1982-03-13,Marvel Comics,good,Male,Unknown,"[""7'5"", '226 cm']","['155 lb', '70 kg']",brown,black,Vigilante,"Holy Ghost Church, 42nd Street, New York City","Cloak and Dagger, New Warriors, Marvel Knights",Smokin' Joe (rumored grandfather),226.0,155.0
181,Clock King,75.0,10.0,17.0,10.0,William Tockman,Tempus Fugit,Unknown,"World's Finest #111 (August, 1960)",1960-06-02,DC Comics,bad,Male,Human,"[""5'10"", '178 cm']","['173 lb', '78 kg']",blue,black,Unknown,Unknown,"Clockwatchers, Justice League Antarctica, Suicide Squad, Time Foes","Beverly (sister, deceased)",178.0,173.0
185,Colossus,63.0,83.0,33.0,100.0,Piotr Nikolaievitch Rasputin,"Pete, Peter Nicholas, The Proletarian, Little Brother","Ust-Ordynski Collective, near Lake Baikal, Siberia, Russia","Giant-Size X-Men #1 (May, 1975)",1975-05-01,Marvel Comics,good,Male,Mutant,"[""7'5"", '226 cm']","['500 lb', '225 kg']",silver,black,"(current) Adventurer, student, (former) Artist","(current) Professor Charles Xavier's Institute for Higher Learning, Salem Center, Westchester County, New York (former) Muir Isle, Scotland,; a loft in Soho, Manhattan, Ust-Ordynski Collective, Lake Baikal, Siberia, U.S.S.R., X-Men Headquarters in Austra","X-Men; formerly Excalibur, Acolytes, Defender","Grigory Efimovich Rasputin (great-grandfather, deceased), Elena (great-grandmother, deceased), Ivan Rasputin (great-grand uncle, deceased), Grigory Rasputin (grandfather, deceased), Nikolai Rasputin (father, deceased), Alexandra Rasputina (mother, deceased), Vladimir Rasputin (uncle, deceased), unidentified aunt & uncle (deceased), Illyana Nikolievna Rasputina (Magik, sister, deceased), Mikhail Rasputin (brother), Peter Jr. (son), Larissa Mishchenko (cousin, deceased), Konstantin (cousin, deceased), Klara (cousin, deceased), Dimitriy (cousin, deceased)",226.0,500.0
186,Copycat,56.0,10.0,21.0,25.0,Vanessa Carlysle,"Nurse Veronica, Patricia Muggins, Titania, Garrison Kane, Christina Valentino, Domino, Cheryl Marks, Debbie, Marguerite, Amy",Unknown,"New Mutants #98 (February, 1991)",1990-12-11,Marvel Comics,neutral,Female,Mutant,"[""6'0"", '183 cm']","['148 lb', '67 kg']",red,white,Unknown,"Mobile; formerly Adirondack Mountains, Xavier's School for Gifted Youngsters","Weapon X/Weapon Plus and Six Pack (as Copycat), X-Force and New Mutants (as Domino)","Burt Carlysle (father, deceased), Dorothy Carlysle (mother)",183.0,148.0
188,Cottonmouth,50.0,10.0,8.0,10.0,Burchell Clemens,Quincy McIver,Unknown,"Captain America #310 (October, 1985)",1985-08-13,Marvel Comics,bad,Male,Human,"[""6'0"", '183 cm']","['220 lb', '99 kg']",brown,black,Professional criminal,Serpent Citadel,Serpent Society,Unknown,183.0,220.0
