id,name,intelligence,strength,speed,durability,power,combat,full-name,alter-egos,aliases,place-of-birth,First Appearance,Release Date,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,height_cm,weight_kg,BMI
78,Ben 10,10.0,7.0,8.0,10.0,90.0,40.0,Benjamin Kirby Tennyson,No alter egos found.,Ben Ten,Unknown,Ben 10 S01E01,12/27/2005,DC Comics,good,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Unknown,Unknown,,,
79,Beta Ray Bill,63.0,80.0,35.0,95.0,100.0,84.0,Beta Ray Bill (translation of his Korbinite name),No alter egos found.,"Beta Ray Thor, Simon Walters",Burning Galaxy,Thor #337,09/27/1983,Marvel Comics,good,Male,Unknown,"[""6'7"", '201 cm']","['480 lb', '216 kg']",unknown,no hair,Guardian of the Korbinite race,"currently New York City, formerly Asgard, formerly the fleet of Korbinite ships.","ally of the Asgardians, Thor Corps, Star Masters",Unknown,201.0,480.0,118.808940372763
80,Beyonder,100.0,100.0,100.0,100.0,100.0,84.0,Unknown,No alter egos found.,"Ataxi, The Beyond Realm, Frank, Goblin Force, Goblin King, Goblyn King, Goblin Queen, The One From Beyond, God, Kosmos, Maker",Created in the Beyond,Marvel Super-Heroes Secret Wars #1,05/08/1984,Marvel Comics,good,Male,God / Eternal,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Former student,Unknown,Was once in a merged form with the Molecule Man but is no longer merged with him.,Unknown,,,
81,Big Barda,88.0,100.0,79.0,100.0,100.0,100.0,Barda Free,No alter egos found.,"Barda, the Strongest Woman in the World",Unknown,Mister Miracle (Volume 1) #4,06/15/1971,DC Comics,bad,Female,New God,"[""6'2"", '188 cm']","['300 lb', '135 kg']",blue,black,Unknown,"Gotham City, New Genesis, formerly Apokolips","Apocalypse, New Gods, Birds of Prey, formerly Female Furies, formerly Justice League of America","Big Breeda (mother), Scott Free (Mister Miricle, husband), Highfather Izaya (father-in-law, deceased)",188.0,300.0,84.8800362154821
83,Big Man,75.0,12.0,23.0,28.0,19.0,70.0,Frederick Foswell,No alter egos found.,Patch,Unknown,Amazing Spider-Man #10 (1964),03/10/1964,Marvel Comics,bad,Male,Unknown,"[""5'5"", '165 cm']","['157 lb', '71 kg']",blue,brown,"Reporter, professional criminal",Unknown,"Daily Bugle, the Enforcers","Janice Foswell (daughter), unnamed wife",165.0,157.0,57.6675849403122
88,Bird-Brain,25.0,10.0,35.0,28.0,21.0,42.0,Unknown,No alter egos found.,Bird-Boy,Unknown,"The New Mutants #56 (October, 1987)",08/11/1987,Marvel Comics,good,Unknown,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,"New Mutants, Ani-Mate",Unknown,,,
89,Bird-Man,,,,,,,Henry Hawk,No alter egos found.,Unknown,Unknown,"Daredevil #10 (October, 1965)",08/03/1965,Marvel Comics,bad,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Ani-Men,Unknown,,,
90,Bird-Man II,,,,,,,Achille DiBacco,No alter egos found.,Unknown,"The Bar with No Name, Medina County, Ohio","Daredevil #157 (March, 1979)",01/16/1979,Marvel Comics,bad,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Ani-Men,Unknown,,,
92,Bishop,63.0,14.0,23.0,75.0,100.0,65.0,Lucas Bishop,No alter egos found.,Archbishop,A mutant relocation camp in an undisclosed location on an alternate 21st Century Earth,"Uncanny X-Men #282 (November, 1991)",09/03/1991,Marvel Comics,good,Male,Mutant,"[""6'6"", '198 cm']","['275 lb', '124 kg']",brown,no hair,"(current) Adventurer, (former) Commander in the XSE (Xavier's Security Enforcers)","Formerly Xavier Institute for Higher Learning, Salem Center, Westchester County, New York","""Clean City""; formerly Stryfe; X-Men; X.S.E. (Storm's team); X-Treme X-Men; X.S.E. (Hecate'e's team); The Twelve","Burnum Bishop (father, deceased), Kadee Bishop (mother, deceased), Shard (sister, deceased), unnamed grandmother, Gateway (great-grandfather), Aliyah Bishop (alternate reality daughter);",198.0,275.0,70.1459034792368
93,Bizarro,38.0,95.0,100.0,100.0,100.0,85.0,Bizarro,No alter egos found.,Unknown,Unknown,Superboy Vol. 1 #68 (1958),10/02/1958,DC Comics,neutral,Male,Bizarro,"[""6'3"", '191 cm']","['345 lb', '155 kg']",black,black,Unknown,Bizarro World,Superman Revenge Squad; Bizarros of Bizarro World; former associate of the Secret Society of Super-Villains; Joker League of Anarchy; former partner of Batzarro,"Bizarro-Lois No. 1 (wife, Pre-Crisis only), Bizarro, Jr. (son, Pre-Crisis only), Bizarro-Lois, Jr. (daughter, Pre-Crisis only)",191.0,345.0,94.5697760478057
94,Black Abbott,,,,,,,Unknown,No alter egos found.,Lord Abbott,Unknown,Marvel Team-Up #146 (1984),10/09/1984,Marvel Comics,bad,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",red,black,"Cult leader, former monk",Unknown,Unknown,Unknown,,,
95,Black Adam,88.0,100.0,92.0,100.0,100.0,56.0,Teth-Adam,No alter egos found.,"Hassan Bari, Theo Adam, Mighty Adam, Khem-Adam","Kahndaq, Egypt","Marvel Family #1 (December, 1945)",11/21/1945,DC Comics,bad,Male,Unknown,"[""6'3"", '191 cm']","['250 lb', '113 kg']",brown,black,Unknown,Mobile; Formerly Kahndaq; Fawcett City; New York City,"None; Formerly the Black Marvel Family, Society of Villains, Injustice Society, Justice Society of America","Shiruta (wife, deceased), Gon and Hurut (sons, deceased) Theo Adam (descendant, currently in control of his body), Sarah Primm (descendant, Theo's sister), Adrianna Tomaz (wife. deceased), Amon Tomaz (brother-in-law, deceased)",191.0,250.0,68.5288232230476
96,Black Bolt,75.0,67.0,100.0,84.0,100.0,56.0,Blackagar Boltagon,No alter egos found.,Unknown,"Attilan, Atlantic Ocean","Fantastic Four #45 (December, 1965)",09/07/1965,Marvel Comics,good,Male,Inhuman,"[""6'2"", '188 cm']","['210 lb', '95 kg']",blue,black,King of the Inhumans,"Attilan, Blue Area of the Moon",Universal Inhumans; Inhuman Royal Family; formerly Illuminati,"Medusa (wife and first cousin), Ahura (son), Agon (father, deceased), Rynda(mother, deceased), Maximus (brother), Crystal (sister-in-law), Gorgon, Karnak, Triton (cousins)",188.0,210.0,59.4160253508375
97,Black Canary,63.0,8.0,33.0,20.0,52.0,80.0,Laurel Lance,No alter egos found.,Dinah Laurel Lance Queen; Dinah Laurel Lance-Windrow,Unknown,Justice League of America (Volume 1) #75,09/02/1969,DC Comics,good,Female,Metahuman,"[""5'7"", '170 cm']","['130 lb', '59 kg']",blue,blond,"Detective/Crime-fighter, Chairperson of the Justice League of America; former florist, judo instructor","Formerly Oracle's clock tower in Gotham City; formerly Seattle, Washington; formerly Star City, California; formerly New York City, New York (as a member of the JSA); currently mobile","Birds of Prey; formerly Justice League of America, Justice Society of America, Justice League Task Force, Justice League International, Team Arrow","Larry Lance (father, deceased), Dinah Drake Lance (Black Canary, mother, deceased); Oliver Queen (Green Arrow, husband); Craig Windrow (ex-husband); Sin (adoptive daughter)",170.0,130.0,44.9826989619377
98,Black Canary,63.0,8.0,33.0,15.0,45.0,80.0,Dinah Drake Lance,No alter egos found.,Unknown,Unknown,"Flash Comics #86 (August, 1947)",06/24/1947,DC Comics,good,Female,Human,"[""5'5"", '165 cm']","['128 lb', '58 kg']",blue,blond,"Florist, former private investigator","Gotham City, Park City",Justice Society of America,"Richard Drake (father), Lawrence Lance (husband), Dinah Laurel Lance (Black Canary, daughter), Oliver Queen (Green Arrow, son-in-law)",165.0,128.0,47.0156106519743
99,Black Cat,75.0,16.0,33.0,10.0,23.0,70.0,Felicia Hardy,No alter egos found.,Felicity Harmon,"Queens, New York","Amazing Spider-Man #194 (July, 1979)",05/08/1979,Marvel Comics,good,Female,Human,"[""5'10"", '178 cm']","['120 lb', '54 kg']",green,blond,"Cat burglar; Private investigator, founder of Cat's Eye Investigations.",Unknown,Formerly Heroes for Hire,"Walter Hardy (father, deceased), Lydia Hardy (mother)",178.0,120.0,37.8740058073476
100,Black Flash,44.0,10.0,100.0,80.0,100.0,30.0,Unknown,No alter egos found.,"Barry Allen, Flashback, Slow Lightning, Black Racer, Death Flash, God of Death",Unknown,Flash Vol 2 #138,06/09/1998,DC Comics,neutral,Male,God / Eternal,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Unknown,Unknown,,,
101,Black Goliath,,,,,,,Unknown,No alter egos found.,Unknown,Unknown,Unknown,,Marvel Comics,good,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Unknown,Unknown,,,
102,Black Knight III,63.0,10.0,8.0,70.0,43.0,70.0,Dane Whitman,No alter egos found.,"The Pendragon, Gann Josin, Eobar Garrington","Gloucester, Massachusetts",Avengers #47 (1967),08/01/1967,Marvel Comics,good,Male,Human,"[""6'0"", '183 cm']","['190 lb', '86 kg']",brown,brown,"Adventurer, scientist; former crusader",Unknown,"MI-13; formerly Avengers, Masters of Evil (as a mole), Excalibur, Heroes for Hire, Ultraforce (in the Ultraverse), Defenders, Knights of Wundagore, Queen's Vengeance, King Richard's Army","Nathan Garrett (Black Knight II, uncle, deceased); Sir Percy of Scandia (Black Knight), Sir Raston, Eobar Garrington (Black Knights of past eras, ancestors, deceased); Lady Rosamund, Edward, Geoffrey (ancestral relations, presumed deceased); Dafydd ap Iowerth, Arthur Pendragon, Mordred the Evil, Morgan Le Fay (distant ancestral relations)",183.0,190.0,56.73504732897369
103,Black Lightning,50.0,11.0,53.0,28.0,70.0,75.0,Jefferson Pierce,No alter egos found.,Unknown,Unknown,Black Lightning #1 (April 1977),02/01/1977,DC Comics,good,Male,Unknown,"[""6'1"", '185 cm']","['200 lb', '90 kg']",brown,no hair,"Crime Fighter, High School teacher, Former gold-medal-winning Olympic Decathlete, formerly Secretary of Education under Presidents Pete Ross and Lex Luthor.","Chicago, Illinois; Metropolis, The Hall & The JLA Watchtower","Justice League of America (current), formerly Presidential Cabinet, The Outsiders (sporadically), Batman's Brother Eye attack group","Unnamed father (deceased), Lynn Stewart (ex-wife), Joanna Pierce (niece, deceased), Anissa Pierce (Thunder, daughter), Jennifer Pierce (Lightning, daughter)",185.0,200.0,58.4368151935719
104,Black Mamba,75.0,10.0,35.0,42.0,88.0,65.0,Tanya Sealy,No alter egos found.,Tanya Sweet,"Chicago, Illinois",Marvel Two-In-One #64,06/10/1980,Marvel Comics,bad,Female,Unknown,"[""5'7"", '170 cm']","['115 lb', '52 kg']",green,black,"Mercenary, professional criminal, former call girl","Mobile, formerly Serpent Citadel","Serpent Squad, Serpent Society, BAD Girls",Unknown,170.0,115.0,39.7923875432526
105,Black Manta,75.0,28.0,50.0,60.0,76.0,85.0,David,No alter egos found.,"Devil Ray, Scourge of the Seven Seas, Yellow Lantern",Unknown,"Aquaman #35 (August, 1967)",06/27/1967,DC Comics,bad,Male,Human,"[""6'2"", '188 cm']","['205 lb', '92 kg']",black,no hair,Unknown,Unknown,Unknown,Unknown,188.0,205.0,58.0013580805795
106,Black Panther,88.0,16.0,30.0,60.0,41.0,100.0,T'Challa,No alter egos found.,"Mr. Okonkwo, The Man Without Fear, Luke Charles, Black Leopard, the Client, Coal Tiger, has impersonated Daredevil and others on occasion","Wakanda, Africa",Fantastic Four Vol. 1 #52 (1966),07/12/1966,Marvel Comics,good,Male,Human,"[""6'0"", '183 cm']","['200 lb', '90 kg']",brown,black,"King and Chieftain of Wakanda, scientist; former school teacher","Wakanda, Mobile","Formerly Fantastic Four, Secret Avengers, Avengers, Pendragons, Queen's Vengeance, former Fantastic Force financier","Bashenga (paternal ancestor, deceased), Azzuri the Wise (paternal grandfather, deceased), Nanali (paternal grandmother, deceased), Chanda (paternal grandfather, presumably deceased), T�Chaka (father, deceased), S'Yan (uncle, deceased), N�Yami (mother, deceased), Ramonda (stepmother), Hunter (adopted brother), Jakarra (half-brother), Shuri (sister), Ororo Munroe (wife), Joshua Itobo, Ishanta, Zuni, M'Koni, T'Shan (cousins), Wheeler (cousin by marriage, deceased), Billy Wheeler (1st cousin once removed)",183.0,200.0,59.7211024515512
107,Black Widow,75.0,13.0,33.0,30.0,36.0,100.0,Natasha Romanoff,No alter egos found.,"Yelena Belova, Natasha Romanoff, Natasha, Tasha, Madame Natasha, Nancy Rushman, Laura Matthers, Nadine Roman, Oktober, Black Pearl, Ebon Flame",Unknown,Tales of Suspense #52,02/04/1964,Marvel Comics,good,Female,Human,"[""5'7"", '170 cm']","['131 lb', '59 kg']",green,auburn,"Adventurer, Intelligence agent, former ballerina",Mobile,"Secret Avengers; formerly Thunderbolts (as Yelena Belova), Nick Fury, Mighty Avengers, S.H.I.E.L.D., Avengers, Champions of Los Angeles, Lady Liberators, KGB, ""Marvel Knights"", partner of Daredevil, Hawkeye, Boris Turgenov, Logan","Unnamed parents (presumed deceased); Alexi Shostakov (Red Guardian, estranged husband); Vindiktor (alleged brother, deceased)",170.0,131.0,45.3287197231834
108,Black Widow II,,48.0,,,,,Yelena Belova,No alter egos found.,Unknown,Unknown,Unknown,,Marvel Comics,good,Female,Unknown,"[""5'7'"", '170 cm']","['135 lb', '61 kg']",blue,blond,Unknown,Unknown,Unknown,Unknown,170.0,135.0,46.7128027681661
109,Blackout,63.0,32.0,45.0,80.0,45.0,65.0,Unknown,No alter egos found.,Unknown,Unknown,"Ghost Rider Vol 3 #2 (June, 1990)",04/10/1990,Marvel Comics,bad,Male,Demon,"[""6'3"", '191 cm']","['230 lb', '104 kg']",red,white,"Assassin, enforcer",Unknown,Lilin; Deathwatch; Hood's gang,Lilith (Great Grandmother),191.0,230.0,63.0465173652038
110,Blackwing,38.0,10.0,35.0,32.0,20.0,56.0,Joseph Manfredi,No alter egos found.,"Blackwing, Joe Manfredi, Joe Silvermane, Guiseppi Manfredi",Professional Criminal,"Daredevil #118 (February, 1975)",12/10/1974,Marvel Comics,bad,Male,Unknown,"[""6'1"", '185 cm']","['190 lb', '86 kg']",blue,black,Unknown,Unknown,"Heavy Mettle; (formerly) Masters of Evil, Skeleton Crew, Circus of Crime; (formerly) division leader of Hydra","Silvio Manfredi (Silvermane, father), Caterina Manfredi (mother, deceased)",185.0,190.0,55.5149744338934
111,Blackwulf,50.0,28.0,8.0,30.0,69.0,25.0,Lucian,No alter egos found.,"Pelops, Black Wolf",Armechadon,"Thunderstrike #6 (March, 1994)",01/04/1994,Marvel Comics,Unknown,Male,Alien,"[""6'2"", '188 cm']","['195 lb', '88 kg']",red,white,Freedom Fighter,Unknown,Underground Legion,"Tantalus (father); Nirvana (mother); Pelops (brother, deceased)",188.0,195.0,55.1720235400634
112,Blade,63.0,28.0,38.0,50.0,40.0,90.0,Eric Brooks,No alter egos found.,"Switchblade, Frank Blade, Daywalker","Soho, London,England",Tomb of Dracula Vol. 1 #10 (1973),07/03/1973,Marvel Comics,good,Male,Vampire,"[""6'2"", '188 cm']","['215 lb', '97 kg']",brown,black,"Vampire hunter, former private investigator.",Mobile,"Formerly Noah van Helsing's vampire hunters, Nightstalkers, Midnight Sons, the Nine, Quincy Harker's vampire hunters, Ogun Strong's vampire hunters, Bloodshadows gang",Tara Brooks (mother),188.0,215.0,60.8306926210955
114,Bling!,69.0,14.0,12.0,90.0,52.0,28.0,Roxanne Washington,No alter egos found.,Unknown,Unknown,X-Men #171 (2005),05/25/2005,Marvel Comics,good,Female,Unknown,"[""5'6"", '168 cm']","['152 lb', '68 kg']",unknown,unknown,Unknown,"Utopia; formerly Graymalkin Industries, San Francisco, California; Xavier Institute, Salem Center, New York State",Unknown,"Roy ""Daddy Libido"" Washington (father), Angel ""Sexy Mutha"" Depres (mother)",168.0,152.0,53.8548752834467
115,Blink,50.0,8.0,20.0,28.0,77.0,64.0,Clarice Ferguson,No alter egos found.,Unknown,Bahamas,"Uncanny X-Men #317 (October, 1994)",08/23/1994,Marvel Comics,good,Female,Mutant,"[""5'5"", '165 cm']","['125 lb', '56 kg']",green,magenta,"Adventurer, freedom fighter","Jean Grey School for Higher Learning, Salem Center, Westchester County, New York; formerly Black Rome, Necrosha","New Mutants; formerly X-Men, Selene's Inner Circle","Apocalypse (ancestor, deceased);Margaret Slade (ancestor, deceased);Hamilton Slade (distant relative, deceased);Frederick Slade (great-great-grandfather);Ms. Ferguson (great-great-grandmother, deceased);Chamber (distant cousin);Clan Akkaba (relatives)",165.0,125.0,45.9136822773187
116,Blizzard,,,,,,,Gregor Shapanka,No alter egos found.,Jack Frost,Unknown,Tales of Suspense #45,09/10/1963,Marvel Comics,bad,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,brown,"Professional criminal, mercenary, engineer, former scientist","New York City, New York","Former employee of Justin Hammer, partner of Blacklash and Melter",Unknown,,,
117,Blizzard,,72.0,,,,,Unknown,No alter egos found.,Unknown,Unknown,Unknown,,Marvel Comics,bad,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Unknown,Unknown,,,
118,Blizzard II,38.0,10.0,27.0,42.0,47.0,56.0,Donald Gill,No alter egos found.,Unknown,"Newark, Delaware",Iron Man #223 (1987),10/13/1987,Marvel Comics,bad,Male,Unknown,"[""5'9"", '175 cm']","['170 lb', '77 kg']",brown,brown,Adventurer; former mercenary and professional criminal,Unknown,"Formerly Thunderbolts, Hammer Industries",Unknown,175.0,170.0,55.5102040816327
119,Blob,10.0,83.0,23.0,95.0,28.0,72.0,Frederick J. Dukes,No alter egos found.,Unknown,"Lubbock, Texas",X-Men #3 (1964),01/08/1964,Marvel Comics,bad,Male,Unknown,"[""5'10"", '178 cm']","['510 lb', '230 kg']",brown,brown,"Former criminal, terrorist, government agent, carnival performer",Unknown,"X-Cell, formerly X-Corps, Magneto's army, Brotherhood Of Evil Mutants, Freedom Force, Factor Three, former partner of Unus",Unknown,178.0,510.0,160.964524681227
120,Bloodaxe,63.0,80.0,33.0,80.0,100.0,84.0,Jackie Lukus,No alter egos found.,Unknown,Unknown,Thor #392,06/03/1988,Marvel Comics,bad,Female,Human,"[""7'2"", '218 cm']","['1100 lb', '495 kg']",blue,brown,"Architect, former vigilante",Unknown,Unknown,Unknown,218.0,1100.0,231.461998148304
121,Bloodhawk,50.0,10.0,50.0,80.0,80.0,64.0,Lemuel Krug,No alter egos found.,Lemuel Halcon,Unknown,X-Men (2099) #1,10/05/1993,Marvel Comics,good,Male,Mutant,"['-', '0 cm']","['- lb', '0 kg']",black,no hair,Unknown,Unknown,"X-Peditioners, formerly X-Men, Halo City Protectorate, Oasis",Unknown,,,
122,Bloodwraith,,72.0,,,,,Sean Dolan,No alter egos found.,"Black Wraith, Blood Wraith",Unknown,Black Knight #2 (1990),07/03/1990,Marvel Comics,bad,Male,Unknown,"[""100'0"", '30.5 meters']","['- lb', '0 kg']",white,no hair,Former squire,Slorenia,Unknown,Unknown,,,
123,Blue Beetle,,,,,,,Daniel Garrett,No alter egos found.,Daniel Garret (spelling variation),Unknown,Mystery Men Comics #1,08/31/1939,DC Comics,good,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",blue,brown,Archaeologist; professor of archaeology,Unknown,Unknown,Danielle Garrett (granddaughter),,,
124,Blue Beetle,,,,,,,Unknown,No alter egos found.,Unknown,Unknown,Unknown,,DC Comics,good,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Unknown,Unknown,,,
125,Blue Beetle II,,45.0,,,,,Theodore Kord,No alter egos found.,Unknown,"Chicago, Illinois",Captain Atom Vol. 1 #83 (1966),11/01/1966,DC Comics,good,Male,Unknown,"[""6'0"", '183 cm']","['190 lb', '86 kg']",blue,brown,"Inventor, President of Kord Omniversal, Crimefighter",Unknown,Formerly Justice League of America; formerly the L.A.W.; formerly Super Buddies,Jarvis Kord (uncle),183.0,190.0,56.73504732897369
